Mauna Loa,CO2 Dates,South Pole,Heat Content,Heat Content Dates,+2 Standard Error,-2 Standard Error,Temperature Anomaly,Temperature Dates,trace6,trace7,trace8,trace9,trace10
356.85,1992-07-01,354.21,,,,,,,,,,,
354.91,1992-08-01,354.32,,,,,,,,,,,
352.93,1992-09-01,354.43,,,,,,,,,,,
353.31,1992-10-01,354.53,,,,,,,,,,,
354.27,1992-11-01,354.61,,,,,,,,,,,
355.53,1992-12-01,354.68,,,,,,,,,,,
356.86,1993-01-01,354.74,,,,,,,,,,,
357.27,1993-02-01,354.8,,,,,,,,,,,
358.36,1993-03-01,354.85,,,,,,,,,,,
359.27,1993-04-01,354.91,,,,,,,,,,,
360.19,1993-05-01,354.97,,,,,,,,,,,
359.52,1993-06-01,355.03,,,,,,,,,,,
357.42,1993-07-01,355.11,,,,,,,,,,,
355.46,1993-08-01,355.18,,,,,,,,,,,
354.10,1993-09-01,355.26,,,,,,,,,,,
354.12,1993-10-01,355.35,,,,,,,,,,,
355.40,1993-11-01,355.43,,,,,,,,,,,
356.84,1993-12-01,355.52,,,,,,,,,,,
358.22,1994-01-01,355.62,,,,,,,,,,,
358.98,1994-02-01,355.72,,,,,,,,,,,
359.91,1994-03-01,355.84,,,,,,,,,,,
361.32,1994-04-01,355.95,,,,,,,,,,,
361.68,1994-05-01,356.08,,,,,,,,,,,
360.80,1994-06-01,356.22,,,,,,,,,,,
359.39,1994-07-01,356.37,,,,,,,,,,,
357.42,1994-08-01,356.53,,,,,,,,,,,
355.63,1994-09-01,356.7,,,,,,,,,,,
356.09,1994-10-01,356.87,,,,,,,,,,,
357.56,1994-11-01,357.03,,,,,,,,,,,
358.87,1994-12-01,357.2,,,,,,,,,,,
359.87,1995-01-01,357.36,,,,,,,,,,,
360.79,1995-02-01,357.52,,,,,,,,,,,
361.77,1995-03-01,357.68,,,,,,,,,,,
363.23,1995-04-01,357.82,,,,,,,,,,,
363.77,1995-05-01,357.97,,,,,,,,,,,
363.22,1995-06-01,358.11,,,,,,,,,,,
361.70,1995-07-01,358.26,,,,,,,,,,,
359.11,1995-08-01,358.41,,,,,,,,,,,
358.11,1995-09-01,358.56,,,,,,,,,,,
357.97,1995-10-01,358.72,,,,,,,,,,,
359.40,1995-11-01,358.88,,,,,,,,,,,
360.61,1995-12-01,359.05,,,,,,,,,,,
362.04,1996-01-01,359.2,,,,,,,,,,,
363.17,1996-02-01,359.36,,,,,,,,,,,
364.17,1996-03-01,359.5,,,,,,,,,,,
364.51,1996-04-01,359.63,,,,,,,,,,,
365.16,1996-05-01,359.75,,,,,,,,,,,
364.93,1996-06-01,359.85,,,,,,,,,,,
363.53,1996-07-01,359.96,,,,,,,,,,,
361.38,1996-08-01,360.05,,,,,,,,,,,
359.60,1996-09-01,360.14,,,,,,,,,,,
359.54,1996-10-01,360.23,,,,,,,,,,,
360.84,1996-11-01,360.31,,,,,,,,,,,
362.18,1996-12-01,360.4,,,,,,,,,,,
363.04,1997-01-01,360.49,,,,,,,,,,,
364.09,1997-02-01,360.58,,,,,,,,,,,
364.47,1997-03-01,360.68,,,,,,,,,,,
366.25,1997-04-01,360.76,,,,,,,,,,,
366.69,1997-05-01,360.86,,,,,,,,,,,
365.59,1997-06-01,360.96,,,,,,,,,,,
364.34,1997-07-01,361.07,,,,,,,,,,,
362.20,1997-08-01,361.19,,,,,,,,,,,
360.31,1997-09-01,361.33,,,,,,,,,,,
360.71,1997-10-01,361.49,,,,,,,,,,,
362.44,1997-11-01,361.67,,,,,,,,,,,
364.33,1997-12-01,361.88,,,,,,,,,,,
365.18,1998-01-01,362.1,,,,,,,,,,,
365.98,1998-02-01,362.35,,,,,,,,,,,
367.13,1998-03-01,362.61,,,,,,,,,,,
368.61,1998-04-01,362.85,,,,,,,,,,,
369.49,1998-05-01,363.11,,,,,,,,,,,
368.95,1998-06-01,363.37,,,,,,,,,,,
367.74,1998-07-01,363.63,,,,,,,,,,,
365.79,1998-08-01,363.86,,,,,,,,,,,
364.01,1998-09-01,364.09,,,,,,,,,,,
364.35,1998-10-01,364.3,,,,,,,,,,,
365.52,1998-11-01,364.49,,,,,,,,,,,
367.08,1998-12-01,364.67,,,,,,,,,,,
368.12,1999-01-01,364.83,,,,,,,,,,,
368.98,1999-02-01,364.98,,,,,,,,,,,
369.60,1999-03-01,365.12,,,,,,,,,,,
370.96,1999-04-01,365.24,,,,,,,,,,,
370.77,1999-05-01,365.37,,,,,,,,,,,
370.33,1999-06-01,365.49,,,,,,,,,,,
369.28,1999-07-01,365.61,,,,,,,,,,,
366.86,1999-08-01,365.73,,,,,,,,,,,
364.94,1999-09-01,365.86,,,,,,,,,,,
365.35,1999-10-01,366,,,,,,,,,,,
366.68,1999-11-01,366.14,,,,,,,,,,,
368.04,1999-12-01,366.28,,,,,,,,,,,
369.25,2000-01-01,366.42,,,,,,,,,,,
369.50,2000-02-01,366.56,,,,,,,,,,,
370.56,2000-03-01,366.68,,,,,,,,,,,
371.82,2000-04-01,366.79,,,,,,,,,,,
371.51,2000-05-01,366.89,,,,,,,,,,,
371.71,2000-06-01,366.97,,,,,,,,,,,
369.85,2000-07-01,367.05,,,,,,,,,,,
368.20,2000-08-01,367.12,,,,,,,,,,,
366.91,2000-09-01,367.19,,,,,,,,,,,
366.99,2000-10-01,367.26,,,,,,,,,,,
368.33,2000-11-01,367.33,,,,,,,,,,,
369.67,2000-12-01,367.41,,,,,,,,,,,
370.52,2001-01-01,367.5,,,,,,,,,,,
371.49,2001-02-01,367.59,,,,,,,,,,,
372.53,2001-03-01,367.69,,,,,,,,,,,
373.37,2001-04-01,367.79,,,,,,,,,,,
373.82,2001-05-01,367.92,,,,,,,,,,,
373.18,2001-06-01,368.05,,,,,,,,,,,
371.57,2001-07-01,368.21,,,,,,,,,,,
369.63,2001-08-01,368.37,,,,,,,,,,,
368.16,2001-09-01,368.55,,,,,,,,,,,
368.42,2001-10-01,368.74,,,,,,,,,,,
369.69,2001-11-01,368.93,,,,,,,,,,,
371.18,2001-12-01,369.14,,,,,,,,,,,
372.45,2002-01-01,369.34,,,,,,,,,,,
373.14,2002-02-01,369.55,,,,,,,,,,,
373.93,2002-03-01,369.76,,,,,,,,,,,
375.00,2002-04-01,369.96,,,,,,,,,,,
375.65,2002-05-01,370.17,,,,,,,,,,,
375.50,2002-06-01,370.37,,,,,,,,,,,
374.00,2002-07-01,370.58,,,,,,,,,,,
371.83,2002-08-01,370.77,,,,,,,,,,,
370.66,2002-09-01,370.96,,,,,,,,,,,
370.51,2002-10-01,371.16,,,,,,,,,,,
372.20,2002-11-01,371.34,,,,,,,,,,,
373.71,2002-12-01,371.52,,,,,,,,,,,
374.87,2003-01-01,371.7,,,,,,,,,,,
375.62,2003-02-01,371.89,,,,,,,,,,,
376.48,2003-03-01,372.08,,,,,,,,,,,
377.74,2003-04-01,372.24,,,,,,,,,,,
378.50,2003-05-01,372.41,,,,,,,,,,,
378.18,2003-06-01,372.58,,,,,,,,,,,
376.72,2003-07-01,372.74,,,,,,,,,,,
374.31,2003-08-01,372.89,,,,,,,,,,,
373.20,2003-09-01,373.05,,,,,,,,,,,
373.10,2003-10-01,373.2,,,,,,,,,,,
374.64,2003-11-01,373.34,,,,,,,,,,,
375.93,2003-12-01,373.49,,,,,,,,,,,
377.00,2004-01-01,373.64,,,,,,,,,,,
377.87,2004-02-01,373.81,,,,,,,,,,,
378.73,2004-03-01,373.97,,,,,,,,,,,
380.41,2004-04-01,374.12,,,,,,,,,,,
380.63,2004-05-01,374.28,,,,,,,,,,,
379.56,2004-06-01,374.43,,,,,,,,,,,
377.61,2004-07-01,374.57,,,,,,,,,,,
376.15,2004-08-01,374.71,,,,,,,,,,,
374.11,2004-09-01,374.84,,,,,,,,,,,
374.44,2004-10-01,374.98,,,,,,,,,,,
375.93,2004-11-01,375.12,,,,,,,,,,,
377.45,2004-12-01,375.26,,,,,,,,,,,
378.47,2005-01-01,375.42,,,,,,,,,,,
379.76,2005-02-01,375.59,,,,,,,,,,,
381.14,2005-03-01,375.78,,,,,,,,,,,
382.20,2005-04-01,375.96,,,,,,,,,,,
382.47,2005-05-01,376.16,,,,,,,,,,,
382.20,2005-06-01,376.36,,,,,,,,,,,
380.78,2005-07-01,376.55,,,,,,,,,,,
378.73,2005-08-01,376.74,,,,,,,,,,,
376.66,2005-09-01,376.92,,,,,,,,,,,
376.98,2005-10-01,377.1,,,,,,,,,,,
378.29,2005-11-01,377.27,,,,,,,,,,,
379.92,2005-12-01,377.43,,,,,,,,,,,
381.35,2006-01-01,377.59,,,,,,,,,,,
382.16,2006-02-01,377.75,,,,,,,,,,,
382.66,2006-03-01,377.91,,,,,,,,,,,
384.73,2006-04-01,378.05,,,,,,,,,,,
384.98,2006-05-01,378.2,,,,,,,,,,,
384.09,2006-06-01,378.33,,,,,,,,,,,
382.38,2006-07-01,378.47,,,,,,,,,,,
380.45,2006-08-01,378.6,,,,,,,,,,,
378.92,2006-09-01,378.73,,,,,,,,,,,
379.16,2006-10-01,378.86,,,,,,,,,,,
380.18,2006-11-01,379,,,,,,,,,,,
381.79,2006-12-01,379.15,,,,,,,,,,,
382.93,2007-01-01,379.31,,,,,,,,,,,
383.81,2007-02-01,379.48,,,,,,,,,,,
384.56,2007-03-01,379.67,,,,,,,,,,,
386.40,2007-04-01,379.84,,,,,,,,,,,
386.58,2007-05-01,380.04,,,,,,,,,,,
386.05,2007-06-01,380.23,,,,,,,,,,,
384.49,2007-07-01,380.42,,,,,,,,,,,
382.00,2007-08-01,380.61,,,,,,,,,,,
380.90,2007-09-01,380.8,,,,,,,,,,,
381.14,2007-10-01,380.99,,,,,,,,,,,
382.42,2007-11-01,381.17,,,,,,,,,,,
383.89,2007-12-01,381.35,,,,,,,,,,,
385.44,2008-01-01,381.53,,,,,,,,,,,
385.73,2008-02-01,381.7,,,,,,,,,,,
385.97,2008-03-01,381.87,,,,,,,,,,,
387.16,2008-04-01,382.01,,,,,,,,,,,
388.50,2008-05-01,382.16,,,,,,,,,,,
387.88,2008-06-01,382.29,,,,,,,,,,,
386.43,2008-07-01,382.42,,,,,,,,,,,
384.15,2008-08-01,382.54,,,,,,,,,,,
383.09,2008-09-01,382.67,,,,,,,,,,,
382.99,2008-10-01,382.8,,,,,,,,,,,
384.13,2008-11-01,382.92,,,,,,,,,,,
385.56,2008-12-01,383.05,,,,,,,,,,,
386.94,2009-01-01,383.18,,,,,,,,,,,
387.42,2009-02-01,383.31,,,,,,,,,,,
388.77,2009-03-01,383.44,,,,,,,,,,,
389.44,2009-04-01,383.56,,,,,,,,,,,
390.19,2009-05-01,383.68,,,,,,,,,,,
389.45,2009-06-01,383.8,,,,,,,,,,,
387.78,2009-07-01,383.93,,,,,,,,,,,
385.92,2009-08-01,384.05,,,,,,,,,,,
384.79,2009-09-01,384.17,,,,,,,,,,,
384.39,2009-10-01,384.3,,,,,,,,,,,
386.00,2009-11-01,384.43,,,,,,,,,,,
387.31,2009-12-01,384.58,,,,,,,,,,,
388.50,2010-01-01,384.72,,,,,,,,,,,
389.94,2010-02-01,384.88,,,,,,,,,,,
391.09,2010-03-01,385.05,,,,,,,,,,,
392.53,2010-04-01,385.22,,,,,,,,,,,
393.04,2010-05-01,385.42,,,,,,,,,,,
392.15,2010-06-01,385.62,,,,,,,,,,,
390.22,2010-07-01,385.83,,,,,,,,,,,
388.26,2010-08-01,386.04,,,,,,,,,,,
386.83,2010-09-01,386.25,,,,,,,,,,,
387.20,2010-10-01,386.45,,,,,,,,,,,
388.65,2010-11-01,386.63,,,,,,,,,,,
389.73,2010-12-01,386.81,,,,,,,,,,,
391.25,2011-01-01,386.96,,,,,,,,,,,
391.82,2011-02-01,387.11,,,,,,,,,,,
392.49,2011-03-01,387.25,,,,,,,,,,,
393.34,2011-04-01,387.37,,,,,,,,,,,
394.21,2011-05-01,387.5,,,,,,,,,,,
393.72,2011-06-01,387.62,,,,,,,,,,,
392.42,2011-07-01,387.75,,,,,,,,,,,
390.19,2011-08-01,387.88,,,,,,,,,,,
389.04,2011-09-01,388.02,,,,,,,,,,,
388.96,2011-10-01,388.17,,,,,,,,,,,
390.24,2011-11-01,388.32,,,,,,,,,,,
391.83,2011-12-01,388.48,,,,,,,,,,,
393.12,2012-01-01,388.64,,,,,,,,,,,
393.60,2012-02-01,388.82,,,,,,,,,,,
394.45,2012-03-01,388.99,,,,,,,,,,,
396.18,2012-04-01,389.17,,,,,,,,,,,
396.78,2012-05-01,389.37,,,,,,,,,,,
395.83,2012-06-01,389.57,,,,,,,,,,,
394.30,2012-07-01,389.79,,,,,,,,,,,
392.41,2012-08-01,390,,,,,,,,,,,
391.06,2012-09-01,390.23,,,,,,,,,,,
391.01,2012-10-01,390.45,,,,,,,,,,,
392.81,2012-11-01,390.68,,,,,,,,,,,
394.28,2012-12-01,390.91,,,,,,,,,,,
395.54,2013-01-01,391.14,,,,,,,,,,,
396.80,2013-02-01,391.39,,,,,,,,,,,
397.31,2013-03-01,391.64,,,,,,,,,,,
398.35,2013-04-01,391.87,,,,,,,,,,,
399.76,2013-05-01,392.12,,,,,,,,,,,
398.58,2013-06-01,392.37,,,,,,,,,,,
397.20,2013-07-01,392.61,,,,,,,,,,,
395.15,2013-08-01,392.83,,,,,,,,,,,
393.51,2013-09-01,393.04,,,,,,,,,,,
393.66,2013-10-01,393.23,,,,,,,,,,,
395.11,2013-11-01,393.41,,,,,,,,,,,
396.81,2013-12-01,393.58,,,,,,,,,,,
397.80,2014-01-01,393.74,,,,,,,,,,,
397.91,2014-02-01,393.9,,,,,,,,,,,
399.58,2014-03-01,394.05,,,,,,,,,,,
401.29,2014-04-01,394.18,,,,,,,,,,,
401.77,2014-05-01,394.32,,,,,,,,,,,
401.15,2014-06-01,394.46,,,,,,,,,,,
399.00,2014-07-01,394.6,,,,,,,,,,,
397.01,2014-08-01,394.73,,,,,,,,,,,
395.26,2014-09-01,394.87,,,,,,,,,,,
395.93,2014-10-01,395.01,,,,,,,,,,,
397.13,2014-11-01,395.14,,,,,,,,,,,
398.78,2014-12-01,395.27,,,,,,,,,,,
